Будівельні роботи,Construction works,Stavební práce,Будівництво будинків,Construction of houses,Výstavba domu
Будівельні роботи,Construction works,Stavební práce,Гідроізоляція,Waterproofing,Hydroizolace
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво лазні,Construction of a bath,Stavba saunového venkovního domku
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво гаража,Construction of a garage,Stavba garáže
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво альтанок,Construction of arbors,Stavba altánu
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво печі і каміна,Construction of a furnace and fireplace,Stavba kamen a krbu
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво теплиць,Construction of greenhouses,Stavba skleníku
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво сараю,Construction of a barn,Stavba stodoly
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво веранди,Construction of the veranda,Stavba verandy
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Виготовлення та монтаж сходів,Production and installation of stairs,Výroba a montáž schodů
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво мангалів і барбекю,Construction of barbecue and barbecue,Stavba grilu a udírny
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Будівництво басейнів,Construction of pools,Stavba bazénu
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Інші дрібні конструкції,Other small designs,Ostatní drobné stavby
Будівництво дрібних конструкцій,Construction of small structures,Výstavba malých objektů,Ландшафтні роботи,Landscape works,Zahradní práce
Ландшафтний дизайн,Landscaping,Krajinářská architektura,Установка автополиву,Installation of auto flooring,Instalace automatického zavlažování
Ландшафтний дизайн,Landscaping,Krajinářská architektura,Озеленення та благоустрій,Landscaping and landscaping,Terénní úpravy a úprava krajiny
Ландшафтний дизайн,Landscaping,Krajinářská architektura,Оформлення та створення газону,Registration and creation of a lawn,Návrh a vytvoření trávníku
Ландшафтний дизайн,Landscaping,Krajinářská architektura,Геодезичні роботи,Geodetic work,Geodetické práce
Ландшафтний дизайн,Landscaping,Krajinářská architektura,Дренажні роботи,Drainage works,Odvodňovací práce
Ландшафтний дизайн,Landscaping,Krajinářská architektura,Інші ландшафтні роботи,Other landscape works,Ostatní krajinářské práce
Архітектура та проектування,Architecture and design,Architektura a design,Складання кошторисів,Drawing up estimates,Vypracování odhadů
Архітектура та проектування,Architecture and design,Architektura a design,Земляні роботи,Earthworks,Zemní práce
Монтаж вентиляції,Installation of ventilation,Montáž ventilace,Монтаж вентиляції,Installation of ventilation,Montáž ventilace
Промисловий альпінізм,Industrial mountaineering,Průmyslové horolezectví,Промисловий альпінізм,Industrial mountaineering,Průmyslové horolezectví
Розбір завалів,Analysis of rubble,Analýza a rozbor suti,Розбір завалів,Analysis of rubble,Analýza a rozbor suti
Побутові послуги,Household services,Služby pro domácnost,Сад і город,Garden and garden,Zahrada a zeleninová zahrada
Побутові послуги,Household services,Služby pro domácnost,Няні,Nanny,Chůva
Побутові послуги,Household services,Služby pro domácnost,Послуги доглядальниці,Caregiver services,Ošetřovatelské služby
Побутові послуги,Household services,Služby pro domácnost,Послуги домробітниці,Household services,Služby hospodyně
Побутові послуги,Household services,Služby pro domácnost,Послуги швачки,Seamstress services,Služby švadleny
Побутові послуги,Household services,Služby pro domácnost,Ремонт взуття,Shoe repair,Opravy obuvi
Побутові послуги,Household services,Služby pro domácnost,Послуги кухаря,Cook services,Kuchařské služby
Побутові послуги,Household services,Služby pro domácnost,Прання та прасування речей,Washing and ironing things,Praní a žehlení oděvů
Побутові послуги,Household services,Služby pro domácnost,"Ремонт сумок, валіз та рюкзаків","Repair of bags, suitcases and backpacks","Oprava tašek, kufrů a batohů"
Побутові послуги,Household services,Služby pro domácnost,Ремонт велосипедів,Bicycle repair,Oprava jízdních kol
Побутові послуги,Household services,Služby pro domácnost,Заточення інструментів,Sharpening tools,Broušení nástrojů
Побутові послуги,Household services,Služby pro domácnost,Ремонт ювелірних виробів,Repair of jewelry,Oprava šperků
Побутові послуги,Household services,Služby pro domácnost,Ремонт годинників,Watter repair,Oprava hodinek
Побутові послуги,Household services,Služby pro domácnost,Інші побутові послуги,Other household services,Ostatní služby pro domácnost
Фото і відеопослуги,Photos and video services,Foto a video služby,Фотограф,Photographer,Fotograf
Фото і відеопослуги,Photos and video services,Foto a video služby,Відеооператор,A video operator,Kameraman
Фото і відеопослуги,Photos and video services,Foto a video služby,Обробка фотографій,Photo processing,Zpracování fotografií
Фото і відеопослуги,Photos and video services,Foto a video služby,Монтаж відео,Installation of video,Úprava videa
Фото і відеопослуги,Photos and video services,Foto a video služby,Оцифровка відеокасет,Digitizing video tape,Digitalizace videokazet
Фото і відеопослуги,Photos and video services,Foto a video služby,Аерозйомка,Aeer,Letecké fotografování
Фото і відеопослуги,Photos and video services,Foto a video služby,Випускні альбоми,Graduation albums,Maturitní alba
Фото і відеопослуги,Photos and video services,Foto a video služby,Інші послуги фото і відео,Other Photo and Video Services,Další fotografické a video služby
Дизайн,Design,Design,Розробка логотипів,Development of logos,Tvorba loga
Дизайн,Design,Design,Дизайн інтер'єру,Interior design,Design interiéru
Дизайн,Design,Design,Дизайн сайту,Site design,Návrh webových stránek
Дизайн,Design,Design,Дизайн поліграфії,Design of printing,Tiskový design
Дизайн,Design,Design,Послуги друку,Print services,Tiskové služby
Дизайн,Design,Design,Малюнки та ілюстрації,Drawings and illustrations,Kresby a ilustrace
Дизайн,Design,Design,Дизайн банерів,Banner design,Návrh banneru
Дизайн,Design,Design,3D дизайн,3D design,3D design
Дизайн,Design,Design,Розробка інфографіки,Development of infographics,Tvorba infografiky
Дизайн,Design,Design,UI/UX дизайн,Ui/ux design,Návrh UI/UX
Дизайн,Design,Design,Інше в дизайні,Other in design,Ostatní v designu
Робота в Інтернеті,Work on the Internet,Práce na internetu,Копірайтинг,Copywriting,Copywriting
Робота в Інтернеті,Work on the Internet,Práce na internetu,"Збір, пошук інформації","Gathering, finding information","Shromažďování, vyhledávání informací"
Робота в Інтернеті,Work on the Internet,Práce na internetu,Наповнення сайтів,Filling sites,Plnění obsahu webových stránek
Робота в Інтернеті,Work on the Internet,Práce na internetu,Набір тексту,Set of text,Transkriptor
Робота в Інтернеті,Work on the Internet,Práce na internetu,Рерайтінг,Rejeting,Rewriting
Робота в Інтернеті,Work on the Internet,Práce na internetu,Введення даних,Data entry,Zadávání dat
Робота в Інтернеті,Work on the Internet,Práce na internetu,Розшифровка інтерв'ю,Interviewing,Přepis rozhovorů
Робота в Інтернеті,Work on the Internet,Práce na internetu,Створення презентацій,Creating presentations,Tvorba prezentací
Робота в Інтернеті,Work on the Internet,Práce na internetu,Інша онлайн робота,Another online work,Další práce online
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Реклама в Інтернеті,Advertising on the Internet,Reklama na internetu
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Реклама в соціальних мережах,Advertising on social networks,Reklama na sociálních sítích
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,SEO Просування сайтів,SEO Site promotion,SEO webových stránek
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Поширення реклами,Advertising,Propagace reklamy
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Виготовлення та монтаж зовнішньої реклами,Production and installation of outdoor advertising,Výroba a instalace venkovní reklamy
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Послуги промоутерів,Services of promoters,Služby promotérů
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Послуги звукорежисера,Services of sound engineer,Služby zvukaře
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Послуги моделі,Model services,Modeling
Реклама і маркетинг,Advertising and marketing,Reklama a marketing,Інша реклама,Another advertisement,Ostatní reklamní služby
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Створення сайтів,Creating sites,Tvorba webových stránek
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Доробка сайту,Site refinement,Úprava webových stránek
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Створення Landing page,Creating Landing Page,Tvorba úvodní stránky
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Верстка сайту,Site layout,Rozložení webových stránek
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Тестування ПЗ (),Testing software (),Testování softwaru
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Впровадження,Implementation,Implementace webových stránek
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Встановлення 1С,Installation 1C,Instalace 1C
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Послуги в сфері IT,IT services,Služby v oblasti IT
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Розробка мобільних додатків,Development of mobile applications,Tvorba mobilních aplikací
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Розробка ігор,Development of games,Tvorba her
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Створення та розробка технічного завдання,Creating and developing a technical task,Tvorba a vývoj technických specifikací
Розробка сайтів та додатків,Development of sites and applications,Vývoj a tvorba webových stránek a aplikací,Інші роботи з розробки сайтів,Other site development work,Další práce na vývoji webových stránek
Послуги для тварин,Animal services,Služby pro zvířata,Догляд за котами,Cat care,Péče o kočky
Послуги для тварин,Animal services,Služby pro zvířata,Догляд за собаками,Dog care,Péče o psy
Послуги для тварин,Animal services,Služby pro zvířata,Готель для тварин,Animal Hotel,Hotel pro zvířata
Послуги для тварин,Animal services,Služby pro zvířata,Перевезення тварин,Animal transportation,Přeprava zvířat
Послуги для тварин,Animal services,Služby pro zvířata,Догляд за рибками,Caring for fish,Péče o ryby
Послуги для тварин,Animal services,Služby pro zvířata,Догляд за гризунами,Rodent care,Péče o hlodavce
Послуги для тварин,Animal services,Služby pro zvířata,Догляд за птахами,Birds care,Péče o ptáky
Послуги для тварин,Animal services,Služby pro zvířata,Догляд за рептиліями,Care for reptiles,Péče o plazy
Послуги для тварин,Animal services,Služby pro zvířata,Онлайн консультація ветеринара,Online vet consultation,Online veterinární konzultace
Послуги для тварин,Animal services,Služby pro zvířata,Інші зоопослуги,Other zoo services,Další služby pro domácí zvířata
Бюро перекладів,Translation agency,Překladatelské služby,Письмові переклади,Written translations,Písemné překlady
Бюро перекладів,Translation agency,Překladatelské služby,Редактура перекладу,Translation editor,Editace překladu
Бюро перекладів,Translation agency,Překladatelské služby,Переклад документів та нотаріальне завірення,Translation of documents and notarization,Překlad dokumentů a notářské ověření
Бюро перекладів,Translation agency,Překladatelské služby,Усні переклади,Oral translations,Tlumočení
Бюро перекладів,Translation agency,Překladatelské služby,Технічний переклад,Technical translation,Technický překlad
Бюро перекладів,Translation agency,Překladatelské služby,Переклад вебсайтів,Translation of websites,Překlad webových stránek
Бюро перекладів,Translation agency,Překladatelské služby,Переклад аудіо та відео,Translated by audio and video,Překlad zvuku a videa
Бюро перекладів,Translation agency,Překladatelské služby,Апостиль і легалізація,Apostille and legalization,Apostila a legalizace
Бюро перекладів,Translation agency,Překladatelské služby,Інший переклад,Another translation,Ostatní překlady
Організація свят,Organization of holidays,Organizace událostí,Послуги ведучого,Services of the presenter,Služby moderátora
Організація свят,Organization of holidays,Organizace událostí,Музичний супровід,Musical accompaniment,Hudební doprovod
Організація свят,Organization of holidays,Organizace událostí,Послуги аніматорів,Animator services,Služby animátorů
Організація свят,Organization of holidays,Organizace událostí,Організація харчування,Organization of food,Cateringové služby
Організація свят,Organization of holidays,Organizace událostí,Випічка та десерти,Baking and desserts,Moučníky a dezerty
Організація свят,Organization of holidays,Organizace událostí,Персонал для заходів,Staff for activities,Personál pro akce
Організація свят,Organization of holidays,Organizace událostí,Оформлення свят,Design of holidays,Výzdoba akcí
Організація свят,Organization of holidays,Organizace událostí,Свято під ключ,Turnkey holiday,Akce na klíč
Організація свят,Organization of holidays,Organizace událostí,Інші івент послуги,Other services,Další služby pro události
Послуги репетиторів,Tutor services,Služby lektora,Послуги репетиторів,Tutor services,Služby lektora
Послуги репетиторів,Tutor services,Služby lektora,Логопед,Speech therapist,Logoped
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з математики,Mathematics tutors,Lektor matematiky
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з інформатики,Tutor in computer science,Lektor informatiky
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з вищої математики,A tutor from higher mathematics,Lektor vyšší matematiky
Послуги репетиторів,Tutor services,Služby lektora,Репетитори для підготовки до школи,Tutors to prepare for school,Lektor pro přípravu do školy
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з геометрії,Geometry tutor,Lektor geometrie
Послуги репетиторів,Tutor services,Služby lektora,Репетитори для початкової школи,Tutors for elementary school,Lektor pro základní školy
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з алгебри,Algebra tutor,Lektor algebry
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з програмування,Programming tutor,Lektor programování
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з фізики,Physics tutors,Lektor fyziky
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з історії,A tutor from history,Lektor dějepisu
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з географії,Geography tutor,Lektor zeměpisu
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з біології,Biology tutor,Lektor biologie
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з літератури,Literature tutor,Lektor literatury
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з хімії,Chemistry tutors,Lektor chemie
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з малювання,Drawing tutors,Lektor malby
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з економіки,Economics tutors,Lektor v oblasti ekonomie
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з макроекономіки,Macroeconomic tutor,Lektor makroekonomie
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з нарисної геометрії,A tutor of sketch geometry,Lektor deskriptivní geometrie
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з опору матеріалів,Tutors from materials resistance,Lektor v oblasti odolnosti materiálů
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з креслення,Drawing tutors,Lektor kreslení
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з філософії,Philosophy tutors,Lektor v oblasti filozofie
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з теоретичної механіки,Tutors from theoretical mechanics,Lektor teoretické mechaniky
Послуги репетиторів,Tutor services,Služby lektora,Репетитори з психології,Psychology tutors,Lektor v oblasti psychologie
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з правознавства,A jurisprudence tutor,Lektor v oblasti práva
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з мікроекономіки,Microeconomics tutor,Lektor mikroekonomie
Послуги репетиторів,Tutor services,Služby lektora,Репетитор з менеджменту,Management tutor,Lektor v oblasti managementu
Послуги репетиторів,Tutor services,Služby lektora,Інші викладачі предметів,Other teachers of subjects,Lektoři ostatních předmětů
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитор англійської мови,English tutor,Lektor anglického jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Англійська для дітей,English for children,Angličtina pro děti
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитор німецької мови,German tutor,Lektorka německého jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитор української мови,Tutor of the Ukrainian language,Lektor ukrajinského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з польської мови,Tutors from Polish,Lektoři polského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з російської мови,Tutors from Russian,Lektoři ruského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з італійської мови,Italian tutors,Lektor italského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитор французької мови,French tutor,Lektor francouzského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитор іспанської мови,Spanish tutor,Lektor španělského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з японської мови,Japanese tutors,Lektor japonského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори зі шведської мови,Swedish tutors,Lektor švédského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з чеської мови,Czech tutors,Lektor českého jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори білоруської мови,Tutors of the Belarusian language,Lektor běloruského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори казахської мови,Kazakh tutors,Lektor kazašského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з хінді,Tutors with Hindi,Lektor hindského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з угорської мови,Hungarian tutors,Lektor maďarského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з фінської мови,Tutors from Finnish,Lektor finského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з грецької мови,Greek tutors,Lektor řeckého jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з турецької мови,Turkish tutors,Lektor tureckého jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори румунської мови,Romanian tutors,Lektor rumunského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з норвезької мови,Norwegian tutors,Lektor norského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з арабської мови,Arabic tutors,Lektor arabského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з латині,Latin tutors,Lektor latiny
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з корейської мови,Korean tutors,Lektor korejského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з китайської мови,Chinese tutors,Lektor čínského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з нідерландської мови,Tutors from the Dutch language,Lektor nizozemského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з івриту,Hebrew tutors,Lektor hebrejského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Репетитори з данської мови,Danish tutors,Lektor dánského jazyka
Репетитори з іноземних мов,Foreign language tutors,Lektoři cizích jazyků,Інші викладачі іноземних мов,Other teachers of foreign languages,Ostatní učitelé cizích jazyků
Написання робіт,Writing works,Písemné práce,Реферати,Abstracts,Referát
Написання робіт,Writing works,Písemné práce,Курсові,Coursework,Seminární práce
Написання робіт,Writing works,Písemné práce,Дипломні,Diploma,Diplomové práce
Написання робіт,Writing works,Písemné práce,Конспекти,Summary,Synopsis
Написання робіт,Writing works,Písemné práce,Контрольні,Control,Testy
Написання робіт,Writing works,Písemné práce,Інше в написанні робіт,Other in writing works,Ostatní při psaní práce
Викладачі музики,Music teachers,Učitel hudby,Репетитори з фортепіано,Piano tutors,Lektor klavíru
Викладачі музики,Music teachers,Učitel hudby,Репетитори з сольфеджіо,Tutors from solfeggio,Lektor solfége
Викладачі музики,Music teachers,Učitel hudby,Репетитори з вокалу,Vocal tutors,Lektor zpěvu
Викладачі музики,Music teachers,Učitel hudby,Репетитори з гітари,Guitar tutors,Lektor hry na kytaru
Викладачі музики,Music teachers,Učitel hudby,Репетитори з гри на барабанах,Tutors from the game on drums,Lektor bubnování
Викладачі музики,Music teachers,Učitel hudby,Репетитори з флейти,Flute tutors,Lektor hry na flétnu
Викладачі музики,Music teachers,Učitel hudby,Репетитори зі скрипки,Filak tutors,Lektor hry na housle
Викладачі музики,Music teachers,Učitel hudby,Репетитори з саксофону,Saxophone tutors,Lektor saxofonu
Викладачі музики,Music teachers,Učitel hudby,Інші викладачі музики,Other music teachers,Ostatní učitelé hudby
Автоінструктори,Auto instructors,Instruktoři řízení ,Водіння (АКПП),Driving (automatic transmission),Řízení (automatická převodovka)
Автоінструктори,Auto instructors,Instruktoři řízení ,Водіння (МКПП),Driving (ICPP),Řízení (manuální převodovka)
Автоінструктори,Auto instructors,Instruktoři řízení ,ПДР (теорія),DA (theory),Pravidla silničního provozu (teorie)
Автоінструктори,Auto instructors,Instruktoři řízení ,Екстремальне водіння,Extreme driving,Extrémní jízda
Автоінструктори,Auto instructors,Instruktoři řízení ,Водіння мотоцикла,Driving a motorcycle,Řízení motocyklu
Автоінструктори,Auto instructors,Instruktoři řízení ,Пілотування,Piloting,Pilotáž
Автоінструктори,Auto instructors,Instruktoři řízení ,Інше навчання водінню,Another driving training,Další školení řidičů
Послуги тренерів,Trainers,Služby trenéra,Йога,Yoga,Jóga
Послуги тренерів,Trainers,Služby trenéra,Груповий фітнес,Group fitness,Skupinový fitness
Послуги тренерів,Trainers,Služby trenéra,Шейпінг,Shaping,Shaping
Послуги тренерів,Trainers,Služby trenéra,Художня гімнастика,Gymnastics,Moderní gymnastika
Послуги тренерів,Trainers,Služby trenéra,Фітбол,Fitball,Fitball
Послуги тренерів,Trainers,Služby trenéra,Стретчинг,Stretching,Stretching
Послуги тренерів,Trainers,Služby trenéra,Бодіфлекс,Bodiflex,Bodyflex
Послуги тренерів,Trainers,Služby trenéra,Ритміка,Rhythmic,Rytmika
Послуги тренерів,Trainers,Služby trenéra,Пілатес,Pilates,Pilates
Послуги тренерів,Trainers,Služby trenéra,Калланетика,Callnetics,Kalanetika
Послуги тренерів,Trainers,Služby trenéra,Аеробіка,Aerobics,Aerobik
Послуги тренерів,Trainers,Služby trenéra,Інший груповий фітнес,Another group fitness,Ostatní druhy fitnessu
Ігрові тренери,Game trainers,Sportovní trenér,Футбол,Football,Fotbal
Ігрові тренери,Game trainers,Sportovní trenér,Фехтування,Fencing,Šermování
Ігрові тренери,Game trainers,Sportovní trenér,Сквош,Square,Squash
Ігрові тренери,Game trainers,Sportovní trenér,Настільний теніс,Table tennis,Stolní tenis
Ігрові тренери,Game trainers,Sportovní trenér,Легка атлетика,Athletics,Atletika
Ігрові тренери,Game trainers,Sportovní trenér,Кінний спорт,Horse sport,Jezdecký sport
Ігрові тренери,Game trainers,Sportovní trenér,Гольф,Golf,Golf
Ігрові тренери,Game trainers,Sportovní trenér,Волейбол,Volleyball,Volejbal
Ігрові тренери,Game trainers,Sportovní trenér,Великий теніс,Tennis,Tenis
Ігрові тренери,Game trainers,Sportovní trenér,Більярд,Billiards,Kulečník
Ігрові тренери,Game trainers,Sportovní trenér,Баскетбол,Basketball,Basketbal
Ігрові тренери,Game trainers,Sportovní trenér,Інші ігрові види спорту,Other game sports,Ostatní herní sporty
Ігрові тренери,Game trainers,Sportovní trenér,Водні види спорту,Water sports,Vodní sporty
Ігрові тренери,Game trainers,Sportovní trenér,Синхронне плавання,Synchronous swimming,Synchronizované plavání
Ігрові тренери,Game trainers,Sportovní trenér,Плавання,Swimming,Plavání
Ігрові тренери,Game trainers,Sportovní trenér,Дайвінг,Diving,Potápění
Ігрові тренери,Game trainers,Sportovní trenér,Гребля,Dam,Veslování
Ігрові тренери,Game trainers,Sportovní trenér,Водне поло,Water polo,Vodní pólo
Ігрові тренери,Game trainers,Sportovní trenér,Аквааеробіка,Aqua aerobics,Aqua aerobik
Ігрові тренери,Game trainers,Sportovní trenér,Інші водні види спорту,Other water sports,Ostatní vodní sporty
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Тхеквондо,Taekwondo,Taekwondo
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Самбо,Sambo,Sambo
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Ушу,Wush,Wushu
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Тайський бокс,Thai boxing,Thajský box
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Рукопашний бій,Dogfight,Rukopašný boj
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Кікбоксинг,Kickboxing,Kickbox
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Карате,Karate,Karate
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Капоейра,Kapoira,Capoeira
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Дзюдо,Judo,Judo
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Джиуджитсу,Jujjjts,Jujitsu
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Грекоримська боротьба,Grecorian struggle,Řecko-římský zápas
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Вільна боротьба,Wrestling,Zápas ve volném stylu
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Бокс,Boxing,Boxování
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Бої без правил,Battles without rules,Boj bez pravidel
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Айкідо,Aikido,Aikido
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Інші бойові мистецтва,Other martial arts,Ostatní bojová umění
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Силові види спорту,Power sports,Silové sporty
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Важка атлетика,Weightlifting,Vzpírání
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Спортивна гімнастика,Sports gymnastics,Sportovní gymnastika
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Пауерліфтинг,Powerlifting,Powerlifting
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Кросфіт,Crossfit,Crossfit
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Бодібілдинг,Bodybuilding,Kulturistika
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Акробатика,Acrobatics,Akrobacie
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Армрестлінг,Armrestling,Zápas na rukou
Бойові мистецтва та силовий спорт,Martial arts and power sports,Bojová umění a silové sporty,Інші силові види спорту,Other power sports,Ostatní silové sporty
Хореографія,Choreography,Choreografie,Уроки з художньої гімнастики,Gymnastics lessons,Lekce moderní gymnastiky
Хореографія,Choreography,Choreografie,Уроки брейкдансу,Brugdan lessons,Lekce break dance
Хореографія,Choreography,Choreografie,Уроки стриппластики,Stripplasty lessons,Lekce strip plastic
Хореографія,Choreography,Choreografie,Уроки Хіпхопу,Hiphop lessons,Lekce hip hopu
Хореографія,Choreography,Choreografie,Уроки спортивних танців,Sports dance lessons,Lekce tanečního sportu
Хореографія,Choreography,Choreografie,Народні танці,Folk dances,Lekce lidového tance
